Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity
3757,That pretty much sums it up. My son bought these particular clamps to secure a topper on his truck. I have some six inch clamps from Harbor Freight that I've had for over a decade which still work fine.,0,0,0,0,0,1,0,0,0,0,0,1
3758,Great product..  I mounted it between two ceiling joists and lined it up with the hole cut through the ceiling and it holds the fan perfectly,0,0,0,0,0,1,0,0,0,0,0,1
3759,it is the easiest tubing cutter to use and cuts fast and perfect cuts.  not like regular tubing cutters.perfect cutter for PVC,0,0,0,0,0,1,0,0,0,0,1,1
3760,the know which is used to adjust the oscillation broke just after a weeks use. Returned the product.,0,0,0,0,0,0,0,0,0,1,0,0
3761,"It works like a charm, works great for my project",0,0,0,0,0,1,0,0,0,0,0,1
3762,I've had half a dozen of these clamps for over a decade. They hold up well and are a great value for the price.,0,0,0,0,0,0,0,0,1,1,0,1
3763,I bought this for watering my garden from my elevated rain barrels.  The valve and handle are easy to use and comfortable to use.  It sprays well even from gravity pressure.,0,0,0,0,0,1,0,0,0,0,1,1
3764,Beautiful and comfortable,0,0,1,0,0,0,0,0,0,0,1,1
3765,The blade would not close completely. No instructions.,0,0,0,0,0,1,0,0,0,0,0,0
3766,"I love the one handed ability of this tool, very well made, and the light is very handy.",0,0,0,0,0,1,0,0,0,1,1,1
3767,bought this to cut 2 inch pvc that a single action cutter wouldn't cut through. this cutter gave nice straight cuts with a lower amount of effort. highly recommend!!,0,0,0,0,0,1,0,0,0,1,0,1
3768,"Bought 2 for new grass I planted. They will work for a few minutes then stop moving and you have to move the arm and it will start again, then stop again, Easier to hand water than use these cheap things",0,0,0,0,0,1,0,0,0,0,0,0
3769,"I may have ordered the wrong nail for the job. These nails work ok in my Porter Cable nail gun, but are pulling out of decking. I ended up having to use deck screws to pull everything back firm.",0,0,0,0,0,0,0,0,0,1,0,0
3770,Used this to splice two electrical lines together.  Well made.,0,0,0,0,0,0,0,0,0,1,0,1
3771,"My biggest regret in my new house was not insisting on my ""tall"" not just ADA regulation toilets.  Now my live is complete.  As you grow older...these things become more important!  This one is very sleek in design and great quality!",0,0,1,0,0,0,0,0,0,1,0,1
3772,Works very well in my vegetable garden.,0,0,0,0,0,1,0,0,0,0,0,1
3773,Great quality. A lot of the same features as the more expensive cameras for a fraction of the price.,0,0,0,0,0,0,0,0,0,1,0,1
3774,Probably the most rugged water nozzle I have ever seen. Very simple to operate with the lever on the back that controls the water flow. It's nice to not have to squeeze a handle to adjust the water flow. Great for watering or filling up buckets by just dropping it in.  My new favorite.,0,0,0,0,0,0,0,0,0,1,1,1
3775,It works! Looks nice and was easy to install.,0,0,1,0,0,1,1,0,0,0,0,1
3776,"This hose nozzle is just what I was looking for. I also like the fact that it is made out of metal not plastic. all settings work well, so I am completely satisfied.",0,0,0,0,0,1,0,1,0,0,0,1
3777,"This was a great option for me because I just needed the tool to repair a leak and reroute the piping on a new RV toilet install. Prior to ordering, I took a fieldtrip to Lowe's to price out the tools and I wasn't interested in investing in the cinch tool ($80-$100) and the pipe cutting tool ($25-$30) especially since I probably wasn't going to use it a bunch outside of the initial project.I considered trying to 'cheap out' and use a pair of needle nose pliers to clamp and a miter saw to cut the PEX to size , but I'm really glad I didn't. The clamps were harder to close than I anticipated, but the cinch tool made quick work of them (I don't know that I would've had the leverage required with a pair of regular pliers). The cutting tool was amazing. Very little force was needed to cut and the cuts were super clean!The carrying case is an added plus because I'm keeping it in my RV in case there are any future PEX problems and it keeps everything organized and stores away nicely in an area where I don't have a lot of extra storage.I can't speak to the longevity of the tools, since I will hopefully only need to use them once or twice, but they definitely made the job easier and saved me a lot of time and money from taking it to someone else to do the work.",1,0,0,0,0,1,0,0,0,0,1,1
3778,Love the cushions they fit well on my chairs. Color isn't what I thought it would be but still nice.,0,0,0,1,0,0,0,0,0,0,0,1
3779,Very easy to install with the Ring software.,0,0,0,0,0,0,1,0,0,0,0,1
3780,"Great while it worked. Split open on the handle and gets more water on you than it does on the plants. Only $10, so that may be why.",1,0,0,0,0,0,0,0,0,0,0,0
3781,Works almost too well. Picks up every movement! The only thing I would change is having real time video. It is delayed by like 20 seconds.,0,0,0,0,0,1,0,0,0,0,0,1
3782,It has been a few years since I've had to install a new ceiling box for home improvement. The design of the strap that goes over the cross bar holds very well. The install was very easy to complete.,1,0,0,0,0,0,1,0,0,0,0,1
3783,The ring removal tools very easy to use .The product is really good,0,0,0,0,0,0,0,0,0,0,1,1
3784,"I live in a townhouse complex and we have different sized yards as well as an easement between the sidewalk and the curb of about 3 1/2 to 4ft wide. There are also some units that have 5 ft of grass between walkways, while others have an entire lawn of 30 ft or more. The adjustable nozzles allow me to direct the water with a high degree of accuracy and the adjustable flow valve can help further refine the delivery of water to your lawn or garden. This sprinkler also has a ""pass-through"" where you can hook several of them up to one hose to cover a much larger area if needed. I've seen sprinklers similar to this one online with a plastic base going for 33% more than this one sells for. I wish it had a metal spike instead of plastic, but aside from that if you need a sprinkler that can deliver water to your lawn or garden with a high degree of accuracy, consider this one a strong candidate.",0,0,0,0,1,1,0,0,0,0,0,1
3785,"I gave these clamps to my neighbor, I knew he was looking for something like that to keep the gate shut so his dog wouldn't get out, my neighbor says they are perfect, they keep the gate shut tight enough so the dog can't put his paw in and try to pull it open, smart dog because that's how he got out numerous times before, but now there's no way the dog can pull it open, I'm glad I saw these clamps at Lowe's, I knew my neighbor needed them, glad I could help.",0,0,0,0,0,1,0,0,0,0,0,1
3786,Good for single use. Difficult to maintain straight cuts,0,0,0,0,0,0,0,0,0,0,1,0
3787,"Other purchasers complained that the aluminum bar indents strip. These clamps are not designed for excessive force, they work great for gluing up panels, etc.",0,0,0,0,0,1,0,0,0,0,0,1
3788,Easy to install. Enough screen/spline for 3 sliders (2 are extra tall). looks great!,0,0,1,0,0,0,1,0,0,0,0,1
3789,This toilet was a good value for the price.  It looks nice and flushes pretty well.,0,0,1,0,0,1,0,0,1,0,0,1
3790,Purchased name brand to stay brand specific.Terrible packaging!,0,1,0,0,0,0,0,0,0,0,0,0
3791,"Great product, easy to work with, keeps everything weather tight.",0,0,0,0,0,0,0,0,0,0,1,1
3792,"The measurements on this pillows are way off, took pics of my tape measure to show how many inches shows on the tag and what shows on the tape , to prove that this are wrong, let me know if I'm doing it wrong but this dont fit on my chairs this are too small thanks",0,0,0,1,0,0,0,0,0,0,0,0
3793,"My lawn is not a typical shape, so watering is often a challenge. The Aqua Joe has a variety of options you can customize to your needs. It is well built. Overall I am very satisfied with this purchase. For the price you can't beat it .",0,0,0,0,1,0,0,0,1,1,0,1
3794,Excellent cutter. Sharp through many cuts. Great price value to function.,1,0,0,0,0,0,0,0,1,0,0,1
3795,Actually it's not that I dislike this product... It's the fact that the motion detector is beyond outstanding! I adjusted the sensitivity and even after that I got several alerts in the wee hours of the morning and after checking the location I could not find anyone until I expanded the view just a bit and low and behold in the upper right hand corner of the screen I found a very very large orb spider that was dangling against my screen door from its web aboveâ€¦ It was almost the size of my ha...,0,0,0,0,0,1,0,0,0,0,0,1
3796,Worked well for the small project I was doing.,0,0,0,0,0,1,0,0,0,0,0,1
3797,"So nice and comfortable, thick so they don't just smash down after a summer outside.",0,0,0,0,0,0,0,0,0,0,1,1
3798,Work as intended. Secure and sturdy,0,0,0,0,0,1,0,0,0,1,0,1
3799,Very easy and quick setup.,0,0,0,0,0,0,1,0,0,0,0,1
3800,I now have 2 of these and love them. Easy to install and sync to phone app. I ordered the first one to keep an eye on my sick ShiTzu who had lung cancer that recently passed. 2nd one to keep eye on apartment while away! Excellent security!!,0,0,0,0,0,0,1,0,0,0,1,1
3801,Works flawlessly . The price is good.,0,0,0,0,0,1,0,0,1,0,0,1
3802,Bought it for my sister because she liked the variety of spray functions on it when she was watering my flowers. I've had mine for a few years without any problems.,0,0,0,0,1,0,0,0,0,0,0,1
3803,Very easy to use. Compact design.,0,0,1,0,0,0,0,0,0,0,1,1
3804,Great price great buy!!,0,0,0,0,0,0,0,0,1,0,0,1
3805,Great product. Easy to use and fixed my Rv plumbing like a pro.,0,0,0,0,0,0,0,0,0,0,1,1
3806,"One of my patio door screen had a rip along the side. I was seriously contemplating replacing the door itself. It was one of my buddies who suggested to try this. And I was not disappointedThe kit had all the tools that you need to replace the mesh. A spline tool for removing the existing spline, roller to install new splines, spline roll long enough for 2 doors, a measuring tape and a utility knife and of course more than enough mesh screen.The process literally took 15 minutes. Of that I think I spent longest in removing the existing screen. The old spline was dried up over the years and started crumbling when I started removing them. Installing the new mesh was very easy. Instructions provided were sufficient for DIY. I would recommend to have someone help you towards the end, just to stretch the mesh , so that the screen remains taut.Only issue I had was with the roller, I think I might have pressed the spline in little too hard while rolling, that I damaged the mesh and cut a tiny portion (few mm long) on one corner. Just a heads up - you don't need to exert too much pressure while installing the spline. If you feel that it is popping out in some parts, you can use a blunt but flatter object , like handle of a dining knife or a fork to push it back in.Over all a great purchase. I gave 4 stars because I don't know the durability yet. Will wait for sometime before I change it",0,0,0,0,0,0,1,0,0,0,0,1
3807,"I am very disappointed in this purchase. Sadly, on my part it was a rushed pick that I had to do from my phone while at work, so I was not able to vette it properly. (I didnt't want a tall one either, but couldnt get that kind of detail info on the phone app, but can't blame Glacier for that, only HD). But the real problem is it absolutely does NOT super-flush. It doesnt even pull down simple sheet of paper. This was professionally installed, so I have no recourse - even if HD or Glacier accepted the return, I can't afford to pay twice for the installer. grrr.",0,0,0,0,0,1,0,0,0,0,0,0
3808,"These Trigger nozzels only last for so long, and then they don't work anymore. They are perfectly fine when they are new, but I know that in a couple years or less, I will need to replace this trigger nozzle.",0,0,0,0,0,0,0,0,0,1,0,0
3809,Chair on lanai. Cushion fits perfectly.,0,0,0,1,0,0,0,0,0,0,0,1
3810,Shopping at Harbor Freight is a pleasant experience. The staff are friendly and extremely helpful. I never felt pressured to complete a transaction and leave.,0,1,0,0,0,0,0,0,0,0,0,1
3811,"These are great replacement cushions for the chairs on our covered porch. Much better looking in person. A little stiff at first but after a couple of weeks, they have broken in and are great! I highly recommend.",0,0,1,0,0,0,0,0,0,1,0,1
3812,This works great easy to work with comes with a poker to clean the holes out I love it,0,0,0,0,0,1,0,0,0,0,1,1
3813,Cuts air line and pex effortlessly,0,0,0,0,0,1,0,0,0,0,0,1
3814,works great in my Ridgid cordless brad nailer.,0,0,0,0,0,1,0,0,0,1,0,1
3815,"I have a number of small push-out windows with very little clearance between the frame and the blinds, thin frames, and bulging handles. They were looked at by two professional mesh installers, and neither would take the job without replacing the blinds first. They are almost new and expensive, so no go. This product beautifully solved the issue for a tiny fraction of the cost of a professional installation.I am useless when it comes to DIY, and yet found installing the product relatively easy, and the materials sufficiently forgiving. I perused earlier reviews, which provided lots of useful tips. Make sure to look at them as well. But the instructions are sufficiently detailed, and I would have eventually figured things out of my own. Installing my first mesh took 30-40 minutes, the second one under 20. The result looks clean, and by my third install they are looking professional too (tip: measure the strips beforehand rather than cutting them when applied to the frame so as to get everything perfectly square).I should also say that the company has been a pleasure to deal with. My windows are small (20""x20""), so a kit has sufficient mesh and strips for two windows, but only one set of corners. I didn't want to pay an extra $45 just for four plastic corners. I emailed the seller, and got a very fast response with a couple of reasonable options. One of them worked for me, and we were able to get the requisite materials delivered to my place in 48 hours. This doesn't happen often on Amazon! This company treated me right. I am happy to give them two thumbs up.",0,0,1,0,0,0,1,0,0,0,0,1
3816,"Very tight grip. Does its job well. Only drawback is the rubber pieces on handles and clamps keep falling off. They don't break or crack, just fall off.",1,0,0,0,0,1,0,0,0,0,0,0
3817,I purchased dozens of different lawn sprinklers over the years. I wish I had discovered this one a long time ago. It's the best and so easy to adjust1,0,0,0,0,0,0,0,0,0,0,1,1
3818,Just an amazing product by ring. Also amazing customer service,0,1,0,0,0,0,0,0,0,0,0,1
3819,"I have an indoor outdoor cat that will climb my screen door (or windows she can reach) to yell at me to let her in. Over the years she just destroyed basically any screen she can reach and I've been slowly replacing them all with this stuff.I first replaced my front door screen with this product almost 3 years ago, and despite her continuing to climb it as she always did, it remains pristine after 3 years in place. No holes, no little claw marks, nothing. Looks brand new.It's no more difficult to install than a regular screen, other than being slightly more rigid when squeezing into the grooves.The only 'con' i'd say is that it does look darker than a lightweight screen. it does block a little bit more light through the window. Would be neat if they could come up with the same product with a 'clear coating' instead of black. But, that is a very small price to pay if you have a pet that destroys screens.I just purchased again for a different window screen she recently ruined and thought I'd leave a review.",0,0,0,0,0,0,1,0,0,0,0,1
3820,Well constructed and durable material,0,0,0,0,0,0,0,1,0,1,0,1
3821,Works perfect for monitoring kids room. So many features!,0,0,0,0,1,1,0,0,0,0,0,1
3822,Looks very nice. Like that plug is below floor and only cord comes out of device. Limits cord fatigue that leads to fire hazard. Installed by electrician.,0,0,1,0,0,0,0,0,0,0,0,1
3823,Too thin to be comfortable - on its way to be donated to a thrift store,0,0,0,1,0,0,0,0,0,0,0,0
3824,Amazing definitely recommend,0,0,0,0,0,0,0,0,0,1,0,1
3825,"Brought these as a trio for the staple brad gun suggested by amazon, unfortunately they are the wrong size for the gun. Money spent and no use for them when they dont fit the gun. Amazon should not suggest a trio for products that do not go together. The print on the advertising was too small to see what size Brad's went with gun.",0,0,0,1,0,0,0,0,0,1,0,0
3826,"Though practically all plastic, this sprinkler does a great job. All the features of more expensive metal ones. I ziptie it to a metal post for more coverage and to get it above the vegetation in my garden. My last similar sprinkler lasted several seasons.",0,0,0,0,1,1,0,0,0,0,0,1
3827,These nails are well-made and are the right value for the right price,0,0,0,0,0,0,0,0,1,1,0,1
3828,"I gave 4 stars because the camera is new and hasn't stood the test if time. However, I give 5 stars to the Ring staff and this is why...I ordered a camera that had set on the shelf for 5 mo. While building my workshop. When the ring was finally installed it was defective. Amazon would not refund due to the time lapse (because it's different if it sets on their shelf for 5 months) I gave a horrible review needless to say. Within 2 days Ring staff emailed me and sent a new camera which is working great now. Thank you Ring staff for making it right! I'll be looking into other items from Ring soon.",0,1,0,0,0,1,0,0,0,0,0,1
3829,I bought another cheapo camera and returned it the next day... then bought this one. We have the ring doorbell already and it was so easy to add to my ring app! Great camera so far!! I should have ordered this to begin with!! If you already have the ring... don't hesitate to buy this!,0,0,0,0,0,0,0,0,0,0,1,1
3830,Ring wired indoor camera best camera on the market easy to set up and the picture quality is awesome also has a good Wi-Fi range Love them,0,0,0,0,0,1,1,0,0,1,0,1
3831,I only bought one and was charged for two. It didn't cost enough to pay the gas to return.,0,1,0,0,0,0,0,0,0,0,0,0
3832,This was incredibly easy. I would HIGHLY recommend. I feel like the tool has a higher value than the entire cost of this package. Took about 1/2 hour to rip out old screen and replace with new on my sliding glass door screen.,0,0,0,0,0,0,0,0,0,1,0,1
3833,"No water pressure. I attached a different sprinkler to the same hose, and there is a lot of pressure. There may be a design flaw on this item. It barely shots water 6 feet. Not good. I am returning it.See more",0,0,1,0,0,1,0,0,0,0,0,0
3834,This security camera works as it states.  It is easy to install.,0,0,0,0,0,1,1,0,0,0,0,1
3835,Vey convenient East to use,0,0,0,0,0,0,0,0,0,0,1,1
3836,"Honestly purchase this, I have a small and odd shaped garden and this is perfect for that. It has many adjustments, so you can water any odd and small shaped area",0,0,0,0,1,0,0,0,0,0,0,1
3837,Great cameras...so easy to set up once you download the app. My Alexa Show has the cameras on it  also. Love them.,0,0,0,0,1,0,1,0,0,0,0,1
3838,So beautiful and comfortable! Exceeded my expectations!,0,0,0,0,0,0,0,0,0,0,1,1
3839,So far they haven't jammed. Good value.,0,0,0,0,0,1,0,0,1,0,0,1
3840,"Outstanding quality, The video clips that can be recorded show up in events not the video folder.",0,0,0,0,0,0,0,0,0,1,0,1
3841,The size was perfect and they seem well made. We'll see how they hold up after the summer season.,0,0,0,1,0,0,0,0,0,1,0,1
3842,I was looking for a kid friendly sprinkler and this one is the one for the job! It is durable and low profile. Love it!,0,0,0,0,0,0,0,0,0,1,0,1
3843,The toilet is the perfect height and size for my needs. Easy install and this time didn't need shims to stabilize!!,0,0,0,1,0,0,1,0,0,0,0,1
3844,I think Glacier bay is far better than our previous American standard toilet.  Not only it looks sleek and perfect for a small or standard size powder room space.,0,0,1,1,0,0,0,0,0,0,0,1
3845,This works well but is no where near a pressure washer. It does a good job with spraying off surface dirt but does not get powerful enough to remove mold.,0,0,0,0,0,1,0,0,0,0,0,1
3846,Nice heavy duty nozzle. Have use a few times since I live in Florida.,0,0,0,0,0,0,0,0,0,1,0,1
3847,I've abused this clamp and it hasn't spring or seized up yet. Good investment.,0,0,0,0,0,1,0,0,0,0,0,1
3848,Great product. So I easy to install and it comes with all you need.,0,0,0,0,0,0,1,0,0,0,0,1
3849,Easy to install but the mess seems too sensitive maybe make it a little stronger so it last longer.,0,0,0,0,0,0,1,0,0,0,0,1
3850,"With winter being the season, I haven't used the sprinkler as much as I would in the spring or summer months. But its a great sprinkler and I like that its a light plastic instead of heavy metal. The use of it will be great on my lawn; it will work well.See more",0,0,0,1,0,1,0,0,0,0,0,1
3851,Great product and an even better price!,0,0,0,0,0,0,0,0,1,0,0,1
3852,Clamps are very strong and great for photography backdrops! Would buy these again!,0,0,0,0,0,0,0,0,0,1,0,1
3853,"I like the clamps very much, and may purchase more, but would like to know what Irwin will do about the defective ones.I have purchased 22 of these clamps and at least two of them do not hold clamping pressure (I have not checked all of them recently)",0,0,0,0,0,0,0,0,0,1,0,0
3854,Had no problems easy to use to cut PVC definitely a good buy,0,0,0,0,0,0,0,0,0,0,1,1
3855,It was easy to replace the screen with this kit.  Worked as expected- maybe easier then expected.,0,0,0,0,0,0,0,0,0,0,1,1
3856,"Well, in the photo it looks like it had a LOT of nails but really there was just a few.the packaging is very good though.",0,1,0,0,0,0,0,0,0,1,0,0
3857,It was easy to put in,0,0,0,0,0,0,1,0,0,0,0,1
3858,"Good Nozzle,very sturdy and affordable.",0,0,0,0,0,0,0,0,1,1,0,1
3859,Not the Hitachi brand previously purchased but worked very well in my older Craftsman 18 gauge brad gun.  Perfect head size for application of wooden trim.,0,0,0,1,0,1,0,0,0,0,0,1
3860,Needed high quality sprinkler to water newly seeded landscaped lawn. 8 weeks into every other day use sprinkler no longer was able to jettison water fully through holes. Cleaned & troubleshooted based on instructions no help. Can't return as its passed Amazon return policy...thanks.All plastic..no better than much cheaper models. Get metal.,0,0,0,0,0,1,0,1,0,0,0,0
3861,Love love love this sprinkler. It's working great for our yard so far and we love the amount of options the adjustable parts give you. Definitely worth the buy,0,0,0,0,1,1,0,0,1,0,0,1
3862,Works great !! Buy,0,0,0,0,0,1,0,0,0,0,0,1
3863,"We purchased this specific brand of cushions because we were pleased with what came on our original outdoor furniture by Roth & Allen BUT to say I was disappointed would be an understatement. These were on our outdoor chairs and sofa for less than a month and were not even sat on daily. They all are collapsed, have bottom marks and not holding up AT ALL. My only wish is that I would have recovered the cushions that were over ten years old and at the price of $80.00 per set recovering may have been cheaper.  If you want to look at chairs with cushions, they are beautiful. If you want to sit on them, buyer beware!",0,0,1,0,0,0,0,0,0,1,0,0
3864,Yes this product works good in my OLD Bostitch nailer,0,0,0,0,0,1,0,0,0,0,0,1
3865,Worked great.   Working with pex fitting.,0,0,0,0,0,1,0,0,0,0,0,1
3866,"I bought two of these and both of them keep getting stuck after two uses. They stop moving and just spray the same area. As someone else mentioned, when you go between the different settings the sprinkler doesn't react like it should.",0,0,0,0,0,1,0,0,0,0,0,0
3867,Bought this as two more expensive sprinklers failed. This sprinkler worked great right of the box and is easy to adjust for the area I wish to water. I will be purchasing another of these to replace my other sprinkler that is difficult to adjust without getting soaked. Great sprinkler.,0,0,0,0,0,1,0,0,0,0,1,1
3868,Home projects awesome size. Excellent brand and does every job i have come and use it does not slack like other brands...,0,0,0,1,0,0,0,0,0,0,0,1
3869,"I got this to replace a 40-year-old toilet that I got tired of fixing all the time (fill valve, flapper) and I'm really happy that I did. This one flushes and fills quickly, is easy to clean, and the extra height is great. I had a plumber install it and he was finished really fast, said it was a great toilet. Thanks American Standard and Home Depot. :)",0,0,0,1,0,1,0,0,0,0,1,1
3870,Bought this for a quick and easy screen door replacement from pet damage. Would recommend for anyone looking to get a security deposit back!,0,0,0,0,0,0,0,0,0,1,0,1
3871,Very happy with these cushions and would highly recommend.,0,0,0,0,0,0,0,0,0,1,0,1
3872,Good heavy duty product. Easy to install and work with.,0,0,0,0,0,0,1,0,0,1,1,1
3873,Works well for Plastic Tubing.,0,0,0,0,0,1,0,0,0,0,0,1
3874,Very easy to use.,0,0,0,0,0,0,0,0,0,0,1,1
3875,"This nozzle did not spray as a big shot. It barely reached what I was aiming at, and there was no force to the spray.",0,0,0,0,0,1,0,0,0,0,0,0
3876,This product is amazing! Would definitely recommend it!!,0,0,0,0,0,0,0,0,0,1,0,1
3877,This sprinkler has a large fan of spray to cover our yard.Works great!,0,0,0,1,0,1,0,0,0,0,0,1
3878,Broke after the third cut big chip out of the blade,0,0,0,0,0,0,0,0,0,1,0,0
3879,Screen material was easy to use. Would recommend getting a more solid metal spline pusher though.,0,0,0,0,0,0,0,1,0,0,1,1
3880,Needed some longer finish nails for a home project.  These worked perfectly in my Craftsman finish nailer.  I now have three different lengths for projects.,0,0,0,1,0,1,0,0,0,0,0,1
3881,"Love the design, with the thumb adjustable flow valve. I liked it so much I bought two... BUT, the main valve internally is all cheap plastic. Only used lightly since May, and by early September, it's toast. I would have happily paid more money for a legit 'heavy duty' nozzle with a brass ball valve instead of plastic.",0,0,0,0,0,0,0,1,0,1,0,0
3882,Very nice fits swing,0,0,0,1,0,0,0,0,0,0,0,1
3883,"It tears very easy. Knots up not smooth at all, and if your not careful it will stick your fingers really bad if your not wearing gloves. Sorry I got it",0,0,1,0,0,0,0,0,0,1,0,0
3884,It worked perfect,0,0,0,0,0,1,0,0,0,0,0,1
3885,Great for strip nailer and great price point as well.,0,0,0,0,0,0,0,0,1,0,0,1
3886,Nice sturdy cushion,0,0,0,0,0,0,0,0,0,1,0,1
3887,I have used a lot of high dollar nozzles and they only lasted less than a year and spray was not that good. Haven't had this one long but love it and how it sprays. Recommend highly,0,0,0,0,0,1,0,0,0,1,0,1
3888,"Feels comfortable in the hand.  'Shower' setting goofed up after just a few uses, and now only about half the holes spray.  We bought two of these and it happened on both after just a few uses.  Would not recommend",0,0,0,0,0,1,0,0,0,1,1,0
3889,"Please no NOT buy, waste of money. It does not spray as per it says. Gets stuck when turning to spray.DislikesDesignValue for moneySturdinessEase of useSee more",0,0,1,0,0,1,0,0,1,0,0,0
3890,Great product. Highly recommended.,0,0,0,0,0,0,0,0,0,1,0,1
3891,"Should have listened to reviews stating that tool was too large, bulky and requires a lot of space for operation. My application was installing pex plumbing for new bathroom. Jaws were too big to install rings onto water manifold, and would have had to do extensive pre-planning / pre-assembly to make it work . It appeared that during use the quick change bolts that hold the jaws in place can come in contact with fittings complicating the connection process. Quality of all items in kit was very good just not suitable for my application. I decided to return the kit and will purchase the Iwiss 1/2"" & 3/4"" angled head crimping tools that can be utilized in tighter spaces.",0,0,0,1,0,0,0,0,0,1,0,0
3892,"I purchased 3 rolls. 2 of the three were gone.  One of the three had slits in it, but I didn't notice until after I had installed.  It does seem strong enough that the slits are not spreading, but it was disappointing.  Seems to be very durable screen.  Will advise as screen ages.",0,1,0,0,0,0,0,0,0,1,0,0
3893,We had one camera and occasionally it would disconnect from WIFI. Added a second and they both go up and down all day. I googled the problem and it apparently is a common problem. Will probably send them back.,0,0,0,0,0,1,0,0,0,0,0,0
3894,"I have gone through way too many garden nozzles and probably read too many articles about the BEST hose nozzle.  This list doesn't appear on any of them but I find it simply the best for myself. I have learned that I don't like wand nozzles (the angle never seems right except for tall tomato plants and they are just heavy), the newly popular firemen nozzles are challenging to use w/the lever that seems great in concept but in execution is just annoying and that few nozzles have a solid, hefty feel (without being too heavy). This is the best of the lot:-Spray adjustment dial is the best.  Easy to adjust to a different pattern but not too loose or too heavy to move. Just feels solid but so smoothly slips to whatever spray pattern you designate-Spray adjustment possibility:  I thought I would love the adjustable spray nozzles where you just turn it up or down but I've since learned that it is not specific enough for the job that I want (w/the exception of the jet spray pattern).  It is impossible to spray your garden vegetables - especially the tender growth during the spring, difficult to fill up the bird bath, etc.  You really need the distinct spray patterns if you're a gardener (or weed picker which I really am).-Trigger:  I purchased this one for this reason alone.  Even though it's not marketed as being for anyone that wants an easier trigger or for those w/arthritis, this nozzle  has the BEST trigger I've ever felt. Easy, smooth and solid. You won't ever have to exert undue pressure to press the trigger or adjust the rotary dial-Love the rubber coating: It's nicer than the all metal ones. Every component of this nozzle exemplifies this - it has heft, each component seems to work/adjust so smoothly but firmly.  One parting advice is if you do use a garden hose frequently, it's worth it to go down to your local hardware or garden supply store and test them.  I like ordering online for many things but there is so much variability w/these nozzles.",0,0,0,0,0,0,0,0,0,1,1,1
3895,"Nice solid box, easy to install. Comes handy when you have limited space behind the drywall.",0,0,0,0,0,0,1,0,0,1,1,1
3896,"This is thick, you will need to buy smaller diameter roping to hold screen in",0,0,0,1,0,0,0,0,0,0,0,0
3897,The Hyper Tough Mini Spring Clamps are small but strong. They are perfect for situations where a tiny clamp is necessary. The spring in these clamps enables them to have a firm grip. They hold small items securely while the glue dries. You can also hang your shop towels up to dry with these clamps. I recommend them highly.,0,0,0,1,0,1,0,0,0,1,0,1
3898,"These nozzles are great! They aren't flimsy like the other ones, but so sturdy that I think they'll last a long, long time. I love that they are different and we have one in the front yard and one in the back yard. It is so easy to water bushes and plantings without hurting the growth. The kids love the spray in the hot summer weather. We really like these better than any we've ever used. Thank you!See more",0,0,0,0,0,0,0,0,0,1,0,1
3899,love the product and also fast and professional service from Lowes,0,1,0,0,0,0,0,0,0,0,0,1
3900,"I just tried the Gilmour adjustable whirling spike sprinkler, it's made for smaller spaces, like a small flower area or vegetable patch, it does have some adjustments to get the water out a little further or closer(which I tried and it worked fine), easy to use you can put it in the ground anywhere as long as you can get a water hose to it, as soon as I turned on the water it started spinning and put out just the right amount of water for plants even brand new plants you just put in the ground, a very soft pattern, easy on any plant, I like it a lot would recommend it to anyone",0,0,1,0,0,1,0,0,0,1,1,1
3901,inexpensive and easy to use,0,0,0,0,0,0,0,0,1,0,1,1
3902,I was so excited to receive these so I could get working on my project but there was one clamp that came broken. I must have ordered the wrong size so I won't hold that against them as that's on me but I was seriously disappointed that one of the clamps was broken. I have another set of this exact brand that I bought from lowes but in differenct sizes and I like them just fine.,0,1,0,0,0,0,0,0,0,0,0,0
3903,"Easy to assemble, excelent tool",0,0,0,0,0,0,1,0,0,0,0,1
3904,Found this item to be quality built and reasonably priced.,0,0,0,0,0,0,0,0,1,1,0,1
3905,it worked fine the first 30 days and then one day the switched broke when I tried to oscillate it from left to right. when I try to return to WalMart they did not take because marketplace vendor return window close and there is no way for me to contact vendor. I purchase two of them and both of them are waste now.See more,1,0,0,0,0,0,0,0,0,0,0,0
3906,"Although you can adjust the spray from 0-360, you cannot change the orientation of that spray with the base. So, you have to turn the sprinkler base around to get the spray the correct direction, but then the hoses don't go straight in and out. There are better options which also provide the flexibility to orient the spray regardless of the position of the base. I am returning these.",0,0,1,0,1,0,0,0,0,0,0,0
3907,"This was a good investment! The project was easy to do due to the kit including everything I needed, and all those tools working well for their purposes. No additional tools were necessary other than what was provided from the order.The included instructions were user friendly, and the screen included was a perfect size. In fact it was actually excessively larger but, it was easy to cut to size using the knife provided, and now I have plenty of left over screen that could come in handy in the future for in the event that I have to replace another screen again in my house.I would certainly recommend this product, and I will use it again once again, in the event that I have to replace any more screens in my house in the future.",0,0,0,1,0,1,0,0,0,1,1,1
3908,Cut through 3 quarter Pex like butter. Nice straight cut. Excellent price.,0,0,0,0,0,1,0,0,1,0,0,1
3909,Works well. I have had some of these break on me in the past but I continue to purchase them.,0,0,0,0,0,1,0,0,0,0,0,1
